customer_id,monthly_spend,sessions_last_30d,avg_session_minutes,support_tickets,account_age_days,region,device_type,plan_tier,signup_channel,is_premium,churned
100428,38.37,17,8.58,2,1600,,android,basic,paid,0,0
100429,79.48,9,10.65,1,1242,south,web,pro,sales,1,0
100430,95.4,10,13.13,0,1460,south,ios,basic,paid,0,0
100431,121.13,13,13.12,2,518,midwest,ios,basic,paid,0,0
100432,47.02,13,20.51,1,794,south,android,basic,paid,0,0
100433,102.39,9,13.6,2,1542,south,ios,basic,paid,0,0
100434,88.52,13,23.28,2,1106,midwest,ios,basic,sales,0,0
100435,100.51,9,11.84,0,1112,northeast,android,pro,partner,1,0
100436,69.29,10,16.13,0,1387,west,ios,basic,sales,0,0
100437,137.79,14,19.11,4,1117,south,ios,business,paid,1,0
100438,84.27,17,19.98,0,253,northeast,ios,business,paid,1,0
100439,151.87,12,20.56,2,406,northeast,web,basic,paid,0,0
100440,59.55,19,12.64,0,1407,,ios,basic,organic,0,0
100441,114.74,9,13.97,3,458,south,android,basic,paid,0,0
100442,85.85,8,1.6,1,1208,,android,basic,paid,0,0
100443,76.2,9,13.02,0,870,west,android,basic,partner,0,0
100444,110.76,9,19.46,5,1127,,android,business,sales,1,0
100445,77.23,8,18.48,2,450,west,ios,business,paid,1,0
100446,5.0,16,13.57,1,579,northeast,ios,basic,paid,0,0
100447,5.0,10,22.5,0,1247,midwest,android,pro,sales,1,0
100448,133.81,10,12.08,1,333,midwest,web,pro,sales,1,0
100449,132.29,13,10.42,0,576,midwest,android,basic,partner,0,0
100450,155.94,7,11.66,2,1796,west,android,business,partner,1,0
100451,87.37,7,8.39,1,298,midwest,web,business,organic,1,0
100452,41.47,4,17.11,0,1052,west,android,business,organic,1,0
100453,72.89,13,15.44,0,298,northeast,android,pro,paid,1,0
100454,88.41,12,17.05,0,1281,south,android,basic,paid,0,0
100455,51.75,22,11.93,0,255,south,web,basic,organic,0,0
100456,147.35,11,13.71,0,1045,midwest,android,business,paid,1,0
100457,168.62,7,3.11,1,808,west,android,basic,sales,0,0
100458,105.22,8,15.88,1,1254,south,android,basic,organic,0,0
100459,87.61,16,14.49,2,35,midwest,android,basic,partner,0,0
100460,41.38,10,8.5,2,943,west,web,basic,organic,0,0
100461,143.67,11,13.48,0,989,northeast,web,basic,organic,0,0
100462,90.75,11,12.71,2,456,midwest,android,pro,paid,1,0
100463,77.59,11,22.82,0,557,northeast,ios,basic,sales,0,0
100464,105.32,12,8.69,0,1280,midwest,android,basic,organic,0,0
100465,66.91,13,15.66,1,1007,midwest,ios,basic,sales,0,0
100466,93.29,10,8.55,0,1054,midwest,android,pro,sales,1,0
100467,36.07,6,11.21,2,1685,northeast,ios,pro,partner,1,0
100468,127.14,14,,0,746,,web,business,organic,1,0
100469,84.24,9,12.94,1,1568,south,web,pro,organic,1,0
100470,129.72,15,13.97,2,1754,west,ios,basic,sales,0,0
100471,80.76,13,15.66,1,1050,northeast,android,pro,sales,1,0
100472,83.1,11,11.53,1,404,south,web,basic,paid,0,0
100473,44.36,13,18.42,1,769,south,ios,pro,organic,1,0
100474,115.35,13,12.47,1,112,south,ios,pro,paid,1,0
100475,56.47,12,13.51,1,1266,south,android,basic,paid,0,0
100476,70.49,10,15.81,1,514,south,web,basic,organic,0,0
100477,88.04,11,15.14,4,1663,midwest,android,pro,organic,1,0
100478,92.36,9,17.22,1,1185,northeast,ios,basic,sales,0,0
100479,26.58,15,15.58,1,896,midwest,ios,pro,paid,1,0
100480,79.69,8,16.35,0,360,northeast,android,basic,organic,0,0
100481,116.63,17,12.37,1,205,west,ios,pro,organic,1,0
100482,74.38,7,8.66,1,1220,midwest,android,pro,partner,1,0
100483,79.91,12,6.86,3,1385,west,ios,basic,paid,0,0
100484,93.85,11,5.65,0,501,south,android,basic,organic,0,0
100485,83.47,11,22.81,0,48,west,android,pro,organic,1,0
100486,50.9,10,2.94,0,596,northeast,web,basic,,0,0
100487,86.69,17,19.97,1,1383,south,ios,basic,paid,0,0
100488,123.79,12,9.9,0,1056,midwest,android,pro,partner,1,0
100489,50.16,14,19.93,0,180,west,android,basic,sales,0,0
100490,74.52,14,2.99,1,233,south,android,pro,paid,1,0
100491,38.26,13,12.82,1,218,northeast,ios,basic,sales,0,0
100492,121.89,12,21.27,0,1371,west,ios,basic,paid,0,0
100493,84.68,9,17.57,1,1413,northeast,android,basic,organic,0,0
100494,57.39,8,,3,752,midwest,android,business,organic,1,0
100495,91.32,7,4.29,2,1250,south,web,basic,organic,0,0
100496,44.67,11,7.39,2,67,south,web,basic,organic,0,0
100497,50.79,23,20.95,0,1024,west,android,basic,paid,0,0
100498,35.44,13,12.26,0,511,midwest,web,pro,sales,1,0
100499,49.6,11,13.64,1,1482,south,android,pro,organic,1,0
100500,136.86,20,15.42,1,894,west,ios,basic,paid,0,0
100501,61.61,14,7.49,2,1536,midwest,ios,basic,sales,0,0
100502,104.78,17,16.04,1,1026,midwest,web,basic,sales,0,0
100503,57.89,7,11.9,0,839,south,android,pro,organic,1,0
100504,115.34,16,15.47,3,1706,midwest,web,pro,paid,1,0
100505,51.06,12,11.11,3,1793,west,ios,pro,partner,1,0
100506,89.41,13,6.13,0,836,northeast,ios,pro,paid,1,0
100507,89.9,11,11.86,0,662,south,android,basic,paid,0,0
100508,171.8,22,17.2,1,1174,west,web,pro,sales,1,0
100509,110.7,8,15.97,1,333,west,web,pro,organic,1,0
100510,66.66,21,14.15,0,713,midwest,ios,basic,partner,0,0
100511,112.66,16,18.49,1,1527,west,android,business,organic,1,0
100512,164.97,12,,1,1617,midwest,android,basic,paid,0,0
100513,29.33,14,14.28,1,765,midwest,web,pro,organic,1,0
100514,57.67,11,11.6,0,720,midwest,ios,pro,organic,1,0
100515,79.47,10,18.78,0,1577,south,android,business,sales,1,0
100516,72.98,6,15.46,0,387,midwest,ios,basic,sales,0,0
100517,76.02,15,,1,138,midwest,android,business,partner,1,0
100518,41.05,18,6.55,1,158,northeast,ios,basic,paid,0,0
100519,138.54,3,19.52,1,226,midwest,web,basic,paid,0,0
100520,36.79,9,10.28,4,1587,south,ios,business,paid,1,0
100521,80.79,9,14.36,1,101,,android,basic,sales,0,0
100522,125.65,8,25.76,2,618,south,android,pro,sales,1,0
100523,86.91,8,18.01,3,1095,midwest,ios,basic,paid,0,0
100524,52.74,18,22.06,0,1108,midwest,ios,business,organic,1,0
100525,39.45,13,11.31,0,1502,northeast,android,pro,organic,1,0
100526,79.72,15,19.35,1,1766,west,android,basic,organic,0,0
100527,60.75,10,14.13,0,742,midwest,android,pro,partner,1,0
100528,95.39,9,15.83,1,442,west,android,basic,partner,0,0
100529,37.55,19,24.1,3,190,,ios,pro,organic,1,0
100530,117.27,15,12.61,0,1607,midwest,web,pro,organic,1,0
100531,92.16,8,14.1,0,691,west,ios,pro,organic,1,0
100532,94.83,14,9.48,2,1620,west,android,pro,sales,1,0
100533,139.88,11,18.44,3,646,south,web,pro,organic,1,0
100534,72.24,14,11.2,1,1368,northeast,web,pro,paid,1,0
100535,61.87,19,19.11,0,1168,west,ios,business,paid,1,0
100536,68.28,7,5.75,3,1292,northeast,ios,basic,paid,0,0
100537,81.07,12,16.74,1,1184,west,android,basic,paid,0,0
100538,84.73,12,10.78,1,573,west,ios,pro,paid,1,0
100539,58.09,11,,0,212,south,android,basic,partner,0,0
100540,15.17,13,13.93,2,49,,android,basic,sales,0,0
100541,67.81,13,11.32,2,773,midwest,ios,pro,paid,1,0
100542,100.95,17,12.07,2,1607,northeast,android,basic,sales,0,0
100543,92.91,11,9.75,2,1167,northeast,android,basic,organic,0,0
100544,131.18,16,,0,1223,west,android,basic,organic,0,0
100545,158.4,10,8.76,1,488,south,android,basic,partner,0,0
100546,115.34,11,12.66,0,890,south,ios,basic,paid,0,0
100547,137.77,16,15.73,1,750,northeast,android,basic,partner,0,0
100548,115.6,15,22.07,3,271,south,android,pro,organic,1,0
100549,149.56,9,,2,1116,midwest,android,basic,sales,0,0
100550,154.63,7,12.79,2,673,south,web,pro,paid,1,0
100551,122.24,13,15.37,1,743,midwest,web,business,paid,1,0
100552,113.43,17,3.63,0,1086,south,android,basic,sales,0,0
100553,80.61,8,8.01,0,84,south,web,business,organic,1,0
100554,86.51,10,12.12,0,1687,south,ios,basic,organic,0,0
100555,75.84,14,10.44,2,424,midwest,android,pro,paid,1,0
100556,110.37,10,6.0,2,1232,west,android,business,organic,1,0
100557,62.07,8,,0,1403,south,android,pro,paid,1,0
100558,81.12,10,15.3,3,302,west,android,basic,organic,0,0
100559,5.0,12,14.7,3,469,midwest,ios,basic,paid,0,0
100560,150.03,6,10.53,3,759,midwest,web,basic,organic,0,0
100561,80.06,15,14.4,1,1477,northeast,web,business,partner,1,0
100562,104.4,16,16.57,1,1155,west,web,basic,partner,0,0
100563,140.48,16,12.68,1,856,south,android,basic,paid,0,0
100564,98.81,10,16.22,2,1533,west,web,basic,paid,0,0
100565,140.0,12,10.02,2,867,northeast,android,basic,organic,0,0
100566,43.3,9,14.49,3,1598,west,android,basic,organic,0,0
100567,174.31,10,19.71,1,1393,midwest,android,basic,organic,0,0
100568,127.14,7,20.16,0,334,midwest,web,pro,partner,1,0
100569,95.53,10,20.64,2,708,midwest,android,basic,partner,0,0
100570,139.3,9,15.43,1,74,northeast,android,basic,organic,0,0
100571,45.93,18,14.16,0,452,south,web,basic,paid,0,0
100572,465.65999999999997,13,11.76,0,69,south,ios,basic,organic,0,0
100573,139.99,15,4.96,0,215,south,android,pro,organic,1,0
100574,20.79,6,7.28,3,37,northeast,ios,basic,organic,0,0
100575,108.18,12,13.16,1,1219,northeast,android,basic,partner,0,0
100576,107.16,11,13.46,2,755,south,ios,basic,organic,0,0
100577,158.89,12,21.06,2,861,midwest,ios,basic,paid,0,0
100578,31.01,7,20.57,2,1383,midwest,android,pro,partner,1,0
100579,145.95,17,10.57,0,1462,south,ios,business,sales,1,0
100580,67.86,11,18.09,3,973,south,ios,basic,organic,0,0
100581,71.91,10,11.61,1,840,south,android,basic,paid,0,0
100582,44.01,10,17.41,0,1180,west,ios,basic,paid,0,0
100583,48.84,8,18.03,2,764,south,ios,pro,sales,1,0
100584,102.53,20,20.21,1,813,west,ios,basic,organic,0,0
100585,47.96,8,11.54,1,558,west,ios,business,organic,1,0
100586,114.65,16,19.07,0,365,northeast,ios,basic,organic,0,0
100587,64.13,18,4.64,0,382,south,web,business,organic,1,0
100588,44.33,9,20.48,3,1189,west,android,basic,partner,0,0
100589,69.0,21,13.87,1,1499,west,android,basic,organic,0,0
100590,100.12,11,13.98,0,779,south,android,basic,paid,0,0
100591,78.02,9,3.81,1,198,west,ios,basic,sales,0,0
100592,89.23,15,12.06,2,1110,,android,business,sales,1,0
100593,113.06,16,20.78,0,1626,south,web,basic,paid,0,0
100594,126.97,9,11.87,1,963,south,ios,basic,organic,0,0
100595,76.84,16,17.57,0,77,midwest,ios,business,organic,1,0
100596,50.41,11,14.17,1,175,west,android,basic,sales,0,0
100597,90.74,11,19.31,1,954,south,ios,basic,sales,0,0
100598,104.94,8,14.96,0,1555,west,ios,basic,paid,0,0
100599,35.41,12,9.34,2,133,west,android,basic,paid,0,1
100600,55.94,13,14.28,0,1363,west,android,business,partner,1,0
100601,62.11,11,22.01,1,1409,west,ios,basic,paid,0,0
100602,80.52,9,16.49,1,121,northeast,web,pro,organic,1,0
100603,60.6,15,13.42,1,404,west,ios,basic,organic,0,0
100604,113.45,12,25.28,3,37,,ios,basic,organic,0,0
100605,30.22,8,19.8,2,1031,west,android,pro,,1,0
100606,31.13,10,,1,339,south,android,pro,organic,1,0
100607,75.98,17,,1,1652,west,android,pro,organic,1,0
100608,81.68,9,17.65,0,191,south,android,basic,paid,0,0
100609,35.63,9,17.81,0,1179,northeast,android,basic,organic,0,0
100610,66.16,19,3.09,3,1422,west,web,pro,organic,1,0
100611,73.56,9,15.97,1,345,west,android,pro,organic,1,0
100612,73.84,11,13.2,1,477,northeast,android,basic,organic,0,0
100613,93.47,8,11.5,1,1440,northeast,android,basic,organic,0,0
100614,64.18,15,13.02,2,194,northeast,ios,pro,organic,1,0
100615,141.2,16,6.22,1,811,midwest,android,basic,organic,0,0
100616,105.58,10,4.98,2,472,midwest,ios,pro,paid,1,0
100617,58.94,15,20.23,1,53,west,android,pro,organic,1,0
100618,91.4,14,16.31,0,829,south,android,basic,partner,0,0
100619,92.46,17,1.93,3,891,midwest,android,basic,partner,0,0
100620,131.73,15,11.12,0,644,west,ios,basic,paid,0,0
100621,66.39,7,,1,1468,south,android,pro,paid,1,0
100622,115.62,12,12.6,0,199,midwest,web,business,sales,1,0
100623,89.51,13,20.23,2,791,south,web,basic,organic,0,0
100624,141.7,9,19.25,2,349,midwest,android,basic,organic,0,0
100625,134.47,14,7.22,1,1372,northeast,ios,basic,organic,0,0
100626,95.09,10,13.28,0,1015,west,android,pro,paid,1,0
100627,78.56,6,11.76,2,1278,south,android,basic,sales,0,0
100628,106.24,17,7.05,2,220,west,ios,pro,organic,1,0
100629,81.5,15,6.73,2,838,west,web,basic,organic,0,0
100630,148.49,10,9.97,3,119,west,android,basic,paid,0,0
100631,90.82,10,10.8,0,602,northeast,android,basic,sales,0,0
100632,73.4,14,15.42,0,1703,west,android,business,organic,1,0
100633,71.45,12,19.22,3,1315,midwest,ios,pro,paid,1,0
100634,44.33,10,16.57,0,168,south,android,basic,partner,0,0
100635,108.04,19,17.75,0,682,midwest,android,basic,sales,0,0
100636,58.48,15,12.67,3,1571,west,ios,business,sales,1,0
100637,127.53,16,17.02,2,331,west,android,business,partner,1,0
100638,41.45,17,13.26,0,1370,west,android,basic,organic,0,0
100639,92.58,12,11.79,4,597,midwest,android,pro,paid,1,0
100640,129.41,9,23.49,0,874,midwest,web,business,paid,1,0
100641,10.52,14,2.35,2,1582,midwest,android,basic,partner,0,0
100642,160.66,15,4.63,2,1220,west,android,basic,partner,0,0
100643,72.69,12,15.91,2,531,south,web,basic,paid,0,0
100644,93.08,13,12.68,1,45,south,android,basic,organic,0,0
100645,108.57,10,6.82,0,445,midwest,android,pro,organic,1,0
100646,114.14,10,8.73,1,769,midwest,web,basic,paid,0,0
100647,97.86,9,9.38,4,266,south,android,basic,organic,0,0
100648,123.91,7,18.46,0,1591,west,web,basic,partner,0,0
100649,106.69,13,20.06,1,127,northeast,android,pro,sales,1,0
100650,151.39,13,22.2,2,986,midwest,android,basic,organic,0,0
100651,106.8,13,6.05,1,1758,midwest,ios,basic,organic,0,0
100652,158.73,14,7.16,1,622,west,ios,basic,paid,0,0
100653,120.44,10,6.82,1,980,south,android,pro,,1,0
100654,22.99,8,20.44,2,160,west,ios,basic,organic,0,1
100655,182.0,9,16.09,0,1321,,android,basic,organic,0,0
100656,67.32,9,14.4,2,1760,midwest,ios,pro,organic,1,0
100657,141.84,10,15.15,2,1398,south,ios,basic,partner,0,0
100658,88.96,16,13.72,1,294,west,android,pro,paid,1,0
100659,126.2,15,8.39,0,653,south,android,basic,partner,0,0
100660,63.21,9,16.57,1,1310,,ios,pro,sales,1,0
100661,110.53,18,13.07,2,1444,west,android,basic,organic,0,0
100662,78.89,13,8.0,1,743,midwest,ios,basic,paid,0,0
100663,144.84,13,16.87,3,1731,northeast,ios,basic,paid,0,0
100664,103.79,13,11.87,0,390,midwest,web,business,paid,1,0
100665,121.69,14,15.14,0,1342,midwest,web,pro,organic,1,0
100666,10.09,6,13.38,2,908,northeast,android,basic,organic,0,0
100667,84.92,11,18.46,1,1289,midwest,android,basic,organic,0,0
100668,102.78,9,15.1,3,1084,west,web,basic,organic,0,0
100669,96.05,15,9.58,1,795,midwest,android,basic,organic,0,0
100670,122.6,16,15.61,2,1473,south,ios,basic,paid,0,0
100671,74.83,15,15.77,2,1519,west,ios,business,organic,1,0
100672,89.76,12,16.56,1,1476,northeast,ios,basic,organic,0,0
100673,130.52,18,,5,187,south,android,business,paid,1,0
100674,5.97,12,,0,778,west,android,basic,paid,0,0
100675,109.22,15,17.34,3,1356,midwest,ios,pro,organic,1,0
100676,75.98,12,5.38,0,1564,south,ios,basic,organic,0,0
100677,55.16,18,13.4,0,670,northeast,ios,basic,,0,0
100678,100.12,11,12.63,1,1340,northeast,android,pro,paid,1,0
100679,132.19,9,21.24,1,1031,midwest,web,basic,partner,0,0
100680,125.41,8,13.22,1,420,south,android,business,organic,1,0
100681,83.14,10,17.04,3,1610,south,android,pro,partner,1,0
100682,119.53,11,5.19,2,817,northeast,ios,business,paid,1,0
100683,119.25,12,12.24,1,1100,midwest,android,pro,organic,1,0
100684,84.85,9,9.77,0,540,south,android,basic,organic,0,0
100685,63.05,9,26.38,2,75,south,ios,basic,paid,0,0
100686,65.13,13,10.67,0,831,northeast,android,pro,partner,1,0
100687,118.16,18,14.37,3,1309,south,web,basic,organic,0,0
100688,86.48,12,14.63,3,609,northeast,ios,basic,paid,0,0
100689,50.34,10,6.05,4,1674,west,android,basic,partner,0,0
100690,27.34,17,11.37,1,1357,midwest,web,pro,organic,1,0
100691,117.95,9,16.02,1,1166,west,android,basic,organic,0,0
100692,68.32,12,14.43,0,1457,northeast,android,basic,organic,0,0
100693,99.89,12,2.5,2,1554,midwest,ios,business,paid,1,0
100694,132.63,11,11.17,0,1306,south,web,pro,organic,1,0
100695,40.88,10,19.1,1,1490,northeast,ios,basic,paid,0,0
100696,86.38,7,16.94,2,1292,northeast,ios,basic,sales,0,0
100697,81.86,16,20.09,1,1554,south,ios,pro,paid,1,0
100698,101.67,9,9.07,3,213,south,android,basic,paid,0,0
100699,132.61,12,20.4,1,639,midwest,android,pro,paid,1,0
100700,40.14,10,13.78,0,1601,west,web,pro,paid,1,0
100701,108.51,14,21.96,0,869,west,android,basic,organic,0,0
100702,125.13,5,14.02,0,56,south,web,basic,organic,0,0
100703,81.29,13,3.76,0,1531,west,android,basic,organic,0,0
100704,83.05,16,18.25,1,1190,midwest,android,basic,partner,0,0
100705,103.06,13,11.78,3,1641,south,ios,pro,organic,1,0
100706,100.41,11,12.12,1,58,west,ios,basic,organic,0,0
100707,108.96,17,6.73,1,289,northeast,android,business,organic,1,0
100708,108.21,8,22.11,4,933,west,android,pro,paid,1,0
100709,52.65,14,11.39,4,351,northeast,ios,basic,organic,0,0
100710,123.65,12,21.88,1,951,west,android,basic,organic,0,0
100711,130.0,12,11.84,0,643,south,android,basic,sales,0,0
100712,94.7,9,9.36,1,402,south,android,basic,sales,0,0
100713,34.21,10,20.6,1,1393,midwest,ios,pro,paid,1,0
100714,83.87,13,13.63,3,98,,ios,basic,partner,0,0
100715,95.0,14,13.68,0,1578,northeast,ios,basic,paid,0,0
100716,46.79,12,7.59,1,302,midwest,web,basic,organic,0,0
100717,75.04,9,,3,1057,south,web,basic,organic,0,0
100718,37.26,9,16.14,2,1784,midwest,ios,pro,partner,1,0
100719,109.86,11,7.5,1,230,south,ios,business,organic,1,0
100720,93.97,20,11.3,1,1670,midwest,android,pro,paid,1,0
100721,28.75,12,11.9,2,567,south,ios,business,paid,1,0
100722,100.65,16,14.33,1,1341,south,web,pro,organic,1,0
100723,85.97,13,21.4,0,1546,midwest,android,basic,paid,0,0
100724,106.59,13,12.5,0,440,west,web,business,organic,1,0
100725,73.9,15,10.55,0,645,,ios,basic,organic,0,0
100726,59.15,12,27.73,6,1553,south,web,basic,organic,0,0
100727,60.25,15,11.83,0,211,northeast,android,business,partner,1,0
100728,68.63,8,13.05,2,222,south,android,pro,paid,1,0
100729,88.68,15,12.21,1,564,south,web,business,organic,1,0
100730,93.33,16,12.62,1,1097,south,android,basic,partner,0,0
100731,81.13,16,14.39,2,1457,northeast,ios,pro,organic,1,0
100732,72.76,9,18.6,0,1025,,android,basic,organic,0,0
100733,75.35,10,16.02,3,903,west,web,basic,partner,0,0
100734,178.28,12,19.39,2,1571,northeast,web,business,paid,1,0
100735,60.25,10,19.22,1,333,northeast,android,basic,partner,0,0
100736,67.91,16,15.04,1,1626,west,android,pro,paid,1,0
100737,1239.48,16,15.88,1,583,midwest,ios,business,organic,1,0
100738,103.16,20,19.54,4,518,south,ios,business,sales,1,0
100739,38.32,12,8.44,1,1717,south,android,basic,organic,0,0
100740,118.34,8,26.49,2,1173,west,android,basic,paid,0,0
100741,55.24,4,11.44,0,794,south,ios,business,organic,1,0
100742,120.73,8,12.25,2,614,west,android,pro,organic,1,0
100743,80.41,11,7.94,0,811,west,android,basic,paid,0,0
100744,72.17,10,8.09,1,1431,south,android,basic,organic,0,0
100745,145.93,13,18.87,1,300,west,ios,basic,partner,0,0
100746,108.39,14,25.35,1,338,south,ios,business,paid,1,0
100747,123.03,11,11.16,2,569,midwest,android,basic,sales,0,0
100748,103.66,16,15.74,1,883,northeast,web,pro,sales,1,0
100749,72.0,12,15.1,0,1471,west,ios,basic,paid,0,0
100750,110.01,10,19.0,0,403,northeast,web,basic,partner,0,0
100751,131.53,7,25.09,3,1421,south,android,pro,organic,1,0
100752,92.85,19,21.6,0,1636,midwest,web,business,paid,1,0
100753,152.86,13,12.81,0,800,northeast,android,basic,sales,0,0
100754,118.62,10,16.64,4,1731,west,android,basic,paid,0,0
100755,95.63,26,17.14,1,1611,west,android,pro,sales,1,0
100756,97.05,11,13.9,1,1441,northeast,android,basic,organic,0,0
100757,92.94,8,8.52,1,703,northeast,ios,basic,paid,0,0
100758,42.96,11,10.01,0,562,south,android,pro,organic,1,0
100759,84.76,10,19.74,1,1559,northeast,android,basic,paid,0,0
100760,95.96,7,20.26,2,811,west,android,pro,paid,1,0
100761,73.02,19,12.96,0,85,midwest,web,basic,paid,0,0
100762,100.16,12,15.31,0,1299,midwest,android,pro,organic,1,0
100763,88.77,11,19.99,2,644,west,ios,pro,organic,1,0
100764,115.85,9,5.48,1,1686,south,web,pro,organic,1,0
100765,111.87,16,11.77,0,1543,west,ios,pro,organic,1,0
100766,94.02,10,24.09,0,214,south,ios,pro,organic,1,0
100767,38.78,11,15.5,2,1625,midwest,web,basic,sales,0,0
100768,152.47,24,8.35,2,1710,west,web,basic,organic,0,0
100769,82.89,10,14.59,0,1368,south,android,basic,paid,0,0
100770,85.09,11,19.11,1,517,midwest,android,pro,organic,1,0
100771,75.67,14,1.27,2,1215,south,android,basic,organic,0,0
100772,70.42,14,14.88,1,1566,south,web,basic,partner,0,0
100773,143.59,10,12.14,1,1473,south,web,basic,organic,0,0
100774,137.9,14,5.79,1,792,northeast,ios,pro,partner,1,0
100775,104.0,10,14.41,1,1282,northeast,web,basic,partner,0,0
100776,84.13,13,13.32,1,712,midwest,android,basic,partner,0,0
100777,110.29,17,13.88,0,479,south,ios,pro,partner,1,0
100778,90.66,7,12.26,3,1220,midwest,ios,business,paid,1,0
100779,81.15,15,8.89,1,855,west,ios,pro,paid,1,0
100780,100.17,13,6.73,2,427,south,web,basic,organic,0,0
100781,72.12,10,10.55,2,1199,south,android,pro,sales,1,0
100782,97.08,12,18.3,1,599,northeast,android,basic,paid,0,0
100783,95.35,8,15.17,2,1070,south,ios,basic,organic,0,0
100784,109.71,9,13.65,2,669,south,android,basic,sales,0,0
100785,65.71,7,8.8,1,1596,south,android,basic,partner,0,0
100786,113.56,9,12.13,1,1535,midwest,web,pro,organic,1,0
100787,55.37,10,17.69,0,868,midwest,android,basic,organic,0,0
100788,67.39,11,16.52,1,1287,west,android,pro,paid,1,0
100789,68.96,10,11.61,0,345,south,android,pro,organic,1,0
100790,49.41,6,1.0,0,1795,midwest,android,basic,organic,0,0
100791,124.56,9,10.63,3,409,west,web,basic,paid,0,0
100792,53.11,12,11.59,1,1564,midwest,android,pro,paid,1,0
100793,62.84,10,9.46,2,1527,south,web,basic,sales,0,0
100794,133.19,17,11.93,1,345,west,ios,basic,organic,0,0
100795,67.46,10,18.08,1,45,midwest,android,basic,organic,0,0
100796,81.23,15,13.81,4,1334,midwest,web,basic,paid,0,0
100797,51.57,14,18.95,2,1568,west,web,basic,organic,0,0
100798,117.99,13,6.46,0,1297,west,android,business,paid,1,0
100799,118.48,7,12.47,0,128,,android,basic,paid,0,0
100800,114.6,11,4.3,0,1172,midwest,web,basic,organic,0,0
100801,107.35,11,11.87,2,723,west,ios,pro,partner,1,0
100802,90.65,11,8.77,1,1650,south,web,pro,paid,1,0
100803,69.12,17,20.41,1,1446,south,ios,pro,paid,1,0
100804,58.66,17,16.05,0,1444,west,ios,basic,sales,0,0
100805,134.44,10,19.07,0,751,midwest,android,business,organic,1,0
100806,115.53,11,11.85,1,600,northeast,android,basic,,0,0
100807,63.04,12,8.9,1,1485,northeast,android,basic,partner,0,0
100808,89.43,10,8.74,0,233,west,ios,pro,sales,1,0
100809,77.2,11,15.33,1,207,south,web,basic,organic,0,0
100810,47.38,16,23.05,4,140,midwest,android,pro,paid,1,0
100811,94.4,12,16.06,3,935,midwest,web,business,sales,1,0
100812,73.04,16,12.13,2,163,midwest,ios,basic,organic,0,0
100813,53.71,7,13.06,2,1060,south,android,basic,organic,0,0
100814,34.75,14,13.84,1,326,midwest,ios,basic,organic,0,0
100815,31.7,13,24.13,0,1606,midwest,android,basic,sales,0,0
100816,74.63,9,20.17,3,795,midwest,ios,pro,organic,1,0
100817,84.94,17,15.3,0,195,midwest,ios,business,sales,1,0
100818,56.49,10,14.55,2,1257,west,android,pro,organic,1,0
100819,111.43,14,15.5,1,629,west,android,business,organic,1,0
100820,85.64,8,16.47,2,493,south,android,basic,organic,0,0
100821,108.77,17,11.93,3,1197,west,android,basic,organic,0,0
100822,488.52,18,,5,1721,west,android,basic,organic,0,0
100823,59.66,19,19.16,0,1764,south,android,pro,organic,1,0
100824,92.11,10,14.11,2,800,west,android,basic,partner,0,0
100825,42.54,11,18.74,5,1531,midwest,web,basic,sales,0,0
100826,107.42,17,22.23,1,400,northeast,web,basic,partner,0,0
100827,54.26,14,16.6,0,1528,south,ios,basic,organic,0,0
100828,121.06,10,15.79,3,1697,west,android,pro,organic,1,0
100829,75.82,7,30.0,2,945,midwest,web,business,organic,1,0
100830,126.25,11,15.04,1,955,midwest,web,basic,sales,0,0
100831,47.59,10,8.55,3,1028,midwest,android,basic,sales,0,0
100832,63.6,11,12.59,0,159,northeast,android,basic,paid,0,0
100833,101.71,11,21.76,1,1549,south,android,basic,sales,0,0
100834,130.14,9,7.53,2,1335,midwest,web,basic,organic,0,0
100835,148.0,11,10.24,0,1569,midwest,android,pro,organic,1,0
100836,89.49,12,19.53,0,234,midwest,ios,pro,paid,1,0
100837,154.16,11,12.64,0,1450,midwest,web,pro,organic,1,0
100838,77.57,21,13.45,1,672,west,android,pro,organic,1,0
100839,127.56,5,,0,1478,west,ios,basic,organic,0,0
100840,54.08,11,10.42,1,1789,northeast,ios,pro,paid,1,0
100841,103.13,13,6.66,3,1586,south,android,pro,paid,1,0
100842,5.0,15,7.06,0,1650,northeast,android,basic,organic,0,0
100843,47.62,13,16.91,2,231,northeast,android,basic,organic,0,0
100844,104.8,17,15.3,4,611,northeast,ios,basic,paid,0,0
100845,40.75,13,10.54,3,547,northeast,ios,basic,organic,0,0
100846,103.37,16,8.21,2,939,west,android,basic,organic,0,0
100847,120.63,11,12.65,3,1757,midwest,ios,basic,sales,0,0
100848,69.95,10,19.58,0,1243,midwest,android,business,organic,1,0
100849,53.12,9,9.82,2,994,south,android,business,organic,1,0
100850,70.93,8,10.69,1,1454,south,ios,pro,partner,1,0
100851,53.23,13,8.05,1,342,midwest,android,pro,partner,1,0
100852,84.36,10,12.16,3,1199,northeast,ios,business,sales,1,0
100853,91.68,14,15.69,1,920,south,android,basic,organic,0,0
100854,76.98,19,24.58,3,389,south,android,basic,organic,0,0
100855,148.28,12,15.09,0,1173,west,android,pro,paid,1,0
100856,62.1,11,13.73,4,1517,midwest,web,business,organic,1,0
100857,138.09,12,18.31,1,1495,west,ios,pro,organic,1,0
