user_id,item_id,surface,clicked,purchased,seconds_watched,position,hour_of_day,device_type
user_0098,item_0622,home,0,0,131,15,23,ios
user_0173,item_0612,related_items,1,1,161,1,6,android
user_0078,item_0259,search,0,0,14,16,11,web
user_0153,item_0924,home,1,1,10,8,17,web
user_0157,item_0489,search,0,0,133,4,21,android
user_0221,item_0495,home,0,0,156,9,18,ios
user_0244,item_0077,home,0,0,41,1,19,android
user_0154,item_0909,home,0,0,164,15,14,ios
user_0214,item_0761,related_items,0,0,192,1,15,web
user_0090,item_0162,related_items,1,0,79,10,1,web
user_0047,item_0616,related_items,1,0,197,2,1,android
user_0220,item_0956,home,0,0,156,11,19,web
user_0165,item_0861,related_items,1,1,110,4,3,android
user_0033,item_0166,home,0,0,44,6,13,web
user_0017,item_0061,home,0,0,97,15,5,web
user_0173,item_0044,search,0,0,239,4,9,ios
user_0045,item_0146,home,1,0,70,4,6,web
user_0058,item_0092,home,0,0,135,18,13,ios
user_0169,item_0973,home,0,0,133,5,14,web
user_0088,item_0712,home,1,0,95,20,10,web
user_0077,item_0414,search,0,0,159,15,13,web
user_0078,item_0367,related_items,1,0,56,10,20,web
user_0073,item_0423,home,0,0,8,7,9,android
user_0242,item_0335,home,1,0,210,8,3,ios
user_0031,item_0830,search,1,0,171,10,7,android
user_0233,item_0853,search,0,0,61,1,12,ios
user_0179,item_0207,search,0,0,208,9,10,web
user_0029,item_0490,search,0,0,72,18,2,ios
user_0063,item_0117,home,0,0,204,1,13,android
user_0010,item_0592,home,0,0,213,9,17,web
user_0061,item_0931,search,0,0,42,11,0,web
user_0011,item_0451,home,1,1,136,18,5,web
user_0168,item_0780,search,0,0,61,9,23,web
user_0198,item_0846,related_items,1,0,170,10,9,web
user_0248,item_0444,home,0,0,222,14,19,web
user_0011,item_0712,home,1,0,11,5,8,ios
user_0001,item_0872,related_items,1,0,56,19,8,ios
user_0009,item_0484,home,0,0,120,1,12,ios
user_0209,item_0698,home,1,0,169,18,21,android
user_0218,item_0864,home,0,0,25,1,7,ios
user_0197,item_0169,related_items,0,0,57,17,18,web
user_0248,item_0970,related_items,0,0,120,16,12,ios
user_0150,item_0375,home,1,0,212,4,0,web
user_0025,item_0307,home,0,0,74,20,18,web
user_0098,item_0003,search,1,0,188,19,11,ios
user_0150,item_0887,home,1,0,10,2,20,android
user_0113,item_0222,home,1,0,80,7,15,web
user_0139,item_0694,related_items,0,0,58,4,7,web
user_0122,item_0363,search,0,0,119,19,14,ios
user_0191,item_0966,related_items,1,0,63,6,23,web
user_0209,item_0138,search,1,0,130,9,22,android
user_0120,item_0249,related_items,0,0,177,14,13,web
user_0229,item_0526,search,0,0,131,4,7,android
user_0082,item_0597,related_items,0,0,163,7,13,android
user_0041,item_0889,search,0,0,158,4,23,android
user_0080,item_0581,home,0,0,53,19,17,ios
user_0080,item_0852,home,0,0,160,3,16,web
user_0172,item_0282,search,0,0,7,13,11,android
user_0238,item_0911,related_items,0,0,48,16,6,ios
user_0155,item_0337,home,1,0,228,15,16,android
user_0077,item_0267,home,0,0,107,2,8,web
user_0197,item_0610,search,0,0,55,13,1,android
user_0195,item_0681,home,1,0,44,9,11,ios
user_0160,item_0387,related_items,0,0,36,5,20,web
user_0190,item_0371,related_items,0,0,234,17,14,android
user_0122,item_0088,related_items,0,0,233,17,1,web
user_0202,item_0188,home,0,0,65,6,6,web
user_0187,item_0598,home,0,0,146,15,7,ios
user_0025,item_0022,related_items,0,0,47,7,9,android
user_0001,item_0853,home,0,0,150,12,5,android
user_0136,item_0171,related_items,1,1,196,20,20,android
user_0058,item_0880,home,0,0,104,12,17,ios
user_0244,item_0796,search,0,0,236,2,4,ios
user_0142,item_0363,search,0,0,70,13,12,web
user_0090,item_0659,home,0,0,225,7,15,ios
user_0237,item_0312,home,1,1,105,14,4,ios
user_0026,item_0889,related_items,0,0,24,17,6,web
user_0208,item_0231,search,0,0,156,19,11,android
user_0136,item_0689,search,1,0,44,13,22,web
user_0089,item_0020,home,0,0,51,10,16,web
user_0121,item_0490,search,1,0,178,8,20,ios
user_0178,item_0034,related_items,0,0,235,13,0,android
user_0007,item_0492,search,0,0,230,6,6,ios
user_0135,item_0763,home,0,0,107,17,8,web
user_0108,item_0172,related_items,1,0,36,17,1,android
user_0042,item_0030,home,1,1,84,9,3,web
user_0016,item_0797,home,0,0,130,7,0,ios
user_0138,item_0088,related_items,0,0,126,3,5,android
user_0040,item_0178,search,0,0,195,11,21,android
user_0203,item_0665,related_items,0,0,153,4,11,ios
user_0019,item_0947,search,0,0,184,6,0,ios
user_0217,item_0794,search,0,0,195,16,9,web
user_0144,item_0624,search,1,0,179,8,3,web
user_0025,item_0466,search,0,0,123,14,2,android
user_0104,item_0505,home,1,0,185,18,2,android
user_0136,item_0926,search,0,0,24,10,14,android
user_0177,item_0022,home,1,0,190,10,1,android
user_0112,item_0640,home,0,0,10,2,3,android
user_0091,item_0018,search,0,0,60,9,16,android
user_0018,item_0677,related_items,1,0,225,13,21,android
user_0036,item_0510,home,0,0,97,20,7,web
user_0147,item_0419,home,0,0,190,15,1,ios
user_0140,item_0406,related_items,0,0,14,12,4,ios
user_0038,item_0934,search,0,0,35,3,5,android
user_0164,item_0963,home,0,0,171,19,5,ios
user_0060,item_0534,home,1,0,133,8,8,web
user_0097,item_0944,home,1,0,99,5,13,android
user_0244,item_0949,search,0,0,14,20,9,android
user_0179,item_0870,home,0,0,66,13,6,web
user_0193,item_0153,home,0,0,89,11,17,android
user_0153,item_0837,home,0,0,14,10,5,android
user_0150,item_0280,related_items,0,0,200,4,10,ios
user_0242,item_0583,search,0,0,85,6,7,android
user_0145,item_0161,home,1,1,173,3,19,ios
user_0093,item_0519,search,1,0,21,12,6,web
user_0226,item_0841,home,1,0,18,12,19,web
user_0115,item_0892,home,1,0,50,6,9,web
user_0162,item_0225,related_items,0,0,76,9,6,ios
user_0054,item_0024,related_items,1,0,133,12,10,web
user_0186,item_0897,home,0,0,42,9,13,ios
user_0040,item_0339,search,1,1,88,11,6,android
user_0200,item_0136,search,0,0,5,14,5,android
user_0193,item_0556,search,1,0,155,16,14,web
user_0107,item_0104,related_items,0,0,44,15,3,android
user_0239,item_0401,search,0,0,213,15,16,android
user_0055,item_0418,related_items,0,0,222,3,15,ios
user_0203,item_0609,search,0,0,15,6,10,ios
user_0124,item_0230,search,0,0,161,17,8,web
user_0030,item_0546,home,1,0,145,3,2,android
user_0021,item_0286,related_items,0,0,30,15,12,web
user_0152,item_0389,home,1,0,146,19,22,android
user_0074,item_0290,related_items,0,0,105,15,11,android
user_0056,item_0260,home,1,0,5,1,4,ios
user_0021,item_0330,search,0,0,70,16,6,web
user_0034,item_0753,search,0,0,182,10,4,ios
user_0118,item_0789,related_items,1,0,107,6,20,android
user_0049,item_0391,home,1,0,192,19,19,ios
user_0112,item_0975,related_items,1,0,89,18,3,ios
user_0165,item_0504,search,0,0,148,20,20,android
user_0134,item_0166,search,0,0,6,20,21,ios
user_0248,item_0247,search,1,0,151,4,9,ios
user_0170,item_0154,home,0,0,45,16,20,ios
user_0220,item_0511,search,0,0,109,17,8,ios
user_0221,item_0373,search,1,0,44,1,10,android
user_0017,item_0227,related_items,1,0,168,14,11,web
user_0023,item_0254,related_items,0,0,63,9,20,ios
user_0126,item_0479,search,0,0,206,2,18,ios
user_0234,item_0492,home,1,0,226,11,13,ios
user_0116,item_0619,search,0,0,5,9,19,ios
user_0117,item_0265,related_items,0,0,172,4,18,android
user_0172,item_0003,home,1,0,239,8,13,ios
user_0150,item_0011,home,0,0,111,2,2,web
user_0096,item_0930,search,0,0,36,18,16,android
user_0064,item_0395,home,1,0,21,19,16,web
user_0171,item_0964,related_items,1,0,239,7,20,android
user_0193,item_0935,search,0,0,56,2,20,web
user_0095,item_0005,related_items,0,0,165,19,5,ios
user_0023,item_0825,search,0,0,141,4,19,android
user_0008,item_0942,home,0,0,191,15,22,android
user_0224,item_0995,related_items,0,0,87,14,14,web
user_0092,item_0125,search,1,0,192,9,10,android
user_0222,item_0346,related_items,0,0,79,17,3,web
user_0072,item_0045,home,0,0,47,11,18,web
user_0238,item_0244,home,0,0,193,5,4,android
user_0117,item_0822,related_items,1,0,222,12,12,web
user_0167,item_0935,related_items,0,0,165,18,8,web
user_0039,item_0666,related_items,0,0,212,10,15,ios
user_0150,item_0884,search,0,0,172,16,7,android
user_0238,item_0765,home,0,0,77,2,18,android
user_0229,item_0523,home,1,0,208,6,5,android
user_0018,item_0690,search,0,0,87,8,17,android
user_0245,item_0681,related_items,0,0,157,20,0,ios
user_0173,item_0518,search,0,0,206,5,1,android
user_0108,item_0742,search,0,0,159,18,15,ios
user_0188,item_0291,search,0,0,122,11,13,android
user_0219,item_0252,related_items,0,0,108,6,12,android
user_0011,item_0068,home,0,0,126,7,15,android
user_0039,item_0370,search,1,0,175,6,20,android
user_0008,item_0324,search,1,0,139,20,12,android
user_0174,item_0458,related_items,0,0,112,6,9,ios
user_0013,item_0150,home,1,0,213,15,17,android
user_0236,item_0682,home,1,1,218,3,14,web
user_0204,item_0554,home,0,0,133,2,21,web
user_0048,item_0495,home,0,0,79,17,10,web
user_0033,item_0072,search,1,0,222,4,2,android
user_0016,item_0398,related_items,1,0,212,1,2,web
user_0239,item_0942,related_items,1,0,230,20,4,web
user_0130,item_0323,search,0,0,205,2,19,ios
user_0013,item_0036,related_items,0,0,219,7,9,web
user_0123,item_0112,home,0,0,132,2,3,android
user_0168,item_0663,related_items,0,0,155,4,4,android
user_0048,item_0960,home,0,0,67,18,10,web
user_0164,item_0069,related_items,0,0,218,13,1,web
user_0247,item_0686,related_items,0,0,159,7,10,ios
user_0180,item_0880,search,0,0,90,2,17,android
user_0110,item_0371,home,1,0,181,3,18,ios
user_0212,item_0727,search,0,0,143,10,12,android
user_0079,item_0681,related_items,1,0,48,17,20,android
user_0027,item_0472,related_items,1,0,110,19,4,android
user_0004,item_0685,search,0,0,24,13,6,android
user_0066,item_0621,related_items,0,0,36,15,3,android
user_0092,item_0773,related_items,0,0,80,6,2,android
user_0014,item_0528,home,1,1,212,15,10,android
user_0073,item_0051,home,0,0,225,12,7,web
user_0103,item_0804,search,0,0,37,19,17,android
user_0028,item_0919,search,0,0,128,17,9,ios
user_0248,item_0178,search,1,0,113,19,2,web
user_0183,item_0400,search,1,0,232,10,7,web
user_0242,item_0678,home,0,0,119,13,13,ios
user_0240,item_0659,search,1,0,225,9,14,android
user_0058,item_0149,search,1,0,75,16,16,web
user_0081,item_0148,related_items,0,0,129,10,3,web
user_0040,item_0594,search,0,0,111,17,16,android
user_0138,item_0834,search,0,0,159,1,9,ios
user_0188,item_0879,search,1,0,180,11,10,web
user_0213,item_0024,related_items,0,0,226,17,1,web
user_0047,item_0427,search,0,0,66,15,1,android
user_0116,item_0483,related_items,0,0,86,4,7,android
user_0211,item_0087,home,1,0,119,8,19,web
user_0075,item_0817,search,0,0,188,15,21,web
user_0211,item_0563,home,0,0,16,6,17,android
user_0131,item_0732,home,0,0,70,4,10,android
user_0174,item_0150,search,1,0,153,14,0,web
user_0207,item_0220,search,0,0,203,2,0,ios
user_0048,item_0298,home,1,1,94,12,15,android
user_0112,item_0567,related_items,0,0,145,20,18,ios
user_0130,item_0610,home,1,0,21,3,4,android
user_0233,item_0041,home,0,0,162,1,16,ios
user_0027,item_0215,related_items,0,0,163,12,0,ios
user_0066,item_0929,home,0,0,67,12,8,ios
user_0024,item_0752,search,0,0,218,15,23,ios
user_0041,item_0684,home,0,0,29,14,2,android
user_0110,item_0320,related_items,0,0,14,17,8,web
user_0209,item_0629,home,0,0,122,4,19,ios
user_0029,item_0274,related_items,0,0,218,14,8,android
user_0220,item_0691,home,0,0,230,7,17,web
user_0048,item_0030,search,1,0,232,5,16,android
user_0097,item_0660,home,0,0,211,13,22,android
user_0207,item_0544,search,0,0,91,16,6,android
user_0244,item_0024,home,0,0,184,17,13,web
user_0143,item_0991,related_items,0,0,76,7,23,android
user_0156,item_0784,related_items,1,0,85,5,13,android
user_0160,item_0781,search,0,0,68,1,15,ios
user_0169,item_0409,related_items,1,0,100,18,17,android
user_0124,item_0808,home,0,0,231,1,13,android
user_0115,item_0990,search,0,0,130,11,14,android
user_0133,item_0677,home,0,0,63,14,23,ios
user_0137,item_0635,related_items,0,0,65,9,19,ios
user_0208,item_0439,search,1,1,90,15,10,android
user_0122,item_0604,home,0,0,48,8,22,ios
user_0177,item_0147,search,0,0,216,3,23,ios
user_0172,item_0777,search,0,0,40,15,17,android
user_0203,item_0844,search,0,0,75,12,4,web
user_0234,item_0438,related_items,0,0,101,13,15,ios
user_0004,item_0488,search,0,0,126,9,1,web
user_0113,item_0332,related_items,0,0,144,9,22,android
user_0066,item_0047,home,0,0,120,4,17,android
user_0132,item_0254,search,1,0,138,14,19,web
user_0047,item_0260,search,0,0,106,20,11,web
user_0138,item_0163,home,0,0,83,19,18,ios
user_0166,item_0885,related_items,0,0,51,1,18,ios
user_0098,item_0722,search,0,0,20,20,7,web
user_0030,item_0830,related_items,1,0,183,9,17,ios
user_0123,item_0805,search,0,0,34,7,7,ios
user_0156,item_0368,related_items,0,0,53,12,5,ios
user_0228,item_0905,home,1,0,171,4,11,ios
user_0162,item_0270,search,1,0,112,9,17,android
user_0096,item_0008,related_items,0,0,230,12,12,ios
user_0151,item_0139,search,0,0,133,12,13,web
user_0181,item_0757,home,1,1,238,15,3,ios
user_0098,item_0654,search,0,0,63,18,10,ios
user_0149,item_0592,related_items,0,0,118,8,5,ios
user_0076,item_0669,search,0,0,181,12,13,web
user_0133,item_0579,home,1,0,140,10,10,android
user_0192,item_0579,search,0,0,59,2,19,android
user_0091,item_0909,related_items,1,1,154,10,17,web
user_0135,item_0521,related_items,0,0,164,13,10,android
user_0119,item_0099,search,0,0,5,7,15,android
user_0103,item_0423,home,1,1,46,1,0,web
user_0183,item_0902,home,1,0,237,16,18,web
user_0050,item_0573,related_items,0,0,166,2,16,android
user_0057,item_0975,search,0,0,35,14,20,ios
user_0003,item_0439,home,0,0,127,10,19,web
user_0155,item_0322,related_items,0,0,38,9,2,web
user_0061,item_0464,search,0,0,162,2,4,ios
user_0095,item_0957,search,0,0,158,8,5,ios
user_0231,item_0929,related_items,0,0,142,8,9,ios
user_0231,item_0679,related_items,1,1,11,14,4,web
user_0185,item_0902,related_items,0,0,34,15,19,ios
user_0144,item_0084,related_items,0,0,153,18,23,ios
user_0094,item_0012,search,1,0,55,11,6,ios
user_0183,item_0455,search,1,0,183,12,18,android
user_0217,item_0535,related_items,0,0,129,8,12,ios
user_0218,item_0182,related_items,0,0,195,3,23,android
user_0013,item_0903,search,0,0,207,2,17,ios
user_0024,item_0326,related_items,1,0,170,11,16,web
user_0241,item_0673,search,0,0,79,18,1,android
user_0247,item_0379,related_items,0,0,198,9,8,web
user_0067,item_0556,home,1,1,173,18,3,android
user_0158,item_0438,related_items,1,0,64,16,18,web
user_0235,item_0154,related_items,1,0,230,4,13,android
user_0089,item_0887,search,1,0,30,6,0,android
user_0038,item_0009,related_items,0,0,44,6,18,web
user_0226,item_0088,related_items,1,0,83,14,17,android
user_0175,item_0977,search,1,0,194,15,16,android
user_0022,item_0725,related_items,0,0,98,16,12,ios
user_0014,item_0508,search,1,0,197,20,1,ios
user_0068,item_0482,home,1,0,184,8,10,ios
user_0169,item_0121,related_items,1,0,220,5,11,web
user_0206,item_0449,related_items,0,0,181,10,11,ios
user_0204,item_0501,search,1,0,170,17,18,web
user_0083,item_0147,home,1,0,188,14,12,android
user_0200,item_0375,search,0,0,153,9,8,ios
user_0117,item_0631,home,0,0,45,6,17,android
user_0052,item_0287,related_items,0,0,27,1,15,ios
user_0211,item_0945,home,1,0,228,1,12,ios
user_0233,item_0240,home,1,1,102,3,23,web
user_0159,item_0844,related_items,0,0,154,13,17,android
user_0191,item_0169,related_items,1,1,59,14,10,web
user_0077,item_0002,home,0,0,83,15,13,web
user_0101,item_0457,search,1,1,37,4,16,web
user_0134,item_0290,home,0,0,37,20,11,ios
user_0123,item_0555,home,0,0,142,18,7,android
user_0113,item_0744,search,1,0,139,16,17,web
user_0010,item_0267,home,0,0,56,6,0,ios
user_0225,item_0136,related_items,0,0,172,6,6,web
user_0079,item_0767,related_items,0,0,18,19,18,android
user_0101,item_0633,search,1,0,17,15,23,android
user_0010,item_0496,related_items,0,0,146,14,11,android
user_0201,item_0824,home,1,0,104,20,8,web
user_0168,item_0843,related_items,1,0,169,13,12,web
user_0033,item_0280,search,0,0,63,9,11,web
user_0098,item_0192,related_items,0,0,217,6,20,android
user_0004,item_0712,home,0,0,5,13,16,ios
user_0183,item_0248,search,0,0,96,1,5,ios
user_0076,item_0931,related_items,0,0,8,19,16,ios
user_0113,item_0978,search,0,0,223,3,23,ios
user_0131,item_0354,home,0,0,210,16,15,ios
user_0062,item_0925,search,1,0,217,14,0,ios
user_0035,item_0723,related_items,1,0,66,13,11,ios
user_0147,item_0030,search,0,0,135,15,14,ios
user_0171,item_0196,home,1,0,154,10,13,ios
user_0190,item_0053,search,0,0,192,6,3,android
user_0055,item_0943,related_items,0,0,98,20,15,android
user_0164,item_0846,home,1,0,194,10,19,web
user_0157,item_0411,home,1,0,116,5,4,android
user_0060,item_0534,related_items,1,0,153,13,11,ios
user_0166,item_0584,home,0,0,33,9,2,web
user_0052,item_0471,related_items,0,0,191,16,9,web
user_0222,item_0045,related_items,1,0,219,1,4,web
user_0108,item_0648,home,0,0,23,9,23,web
user_0101,item_0890,search,1,0,181,15,10,web
user_0206,item_0340,related_items,0,0,200,6,16,android
user_0029,item_0463,related_items,0,0,140,17,3,ios
user_0056,item_0309,home,0,0,53,16,10,ios
user_0149,item_0561,related_items,0,0,210,5,7,android
user_0024,item_0525,search,1,0,207,8,11,web
user_0017,item_0391,related_items,0,0,43,19,16,android
user_0233,item_0412,related_items,0,0,237,17,9,ios
user_0197,item_0148,search,0,0,54,13,16,android
user_0114,item_0336,search,0,0,75,3,20,android
user_0014,item_0336,search,0,0,165,2,9,ios
user_0113,item_0626,search,0,0,119,14,10,ios
user_0193,item_0927,home,1,0,32,5,15,web
user_0237,item_0010,home,1,1,239,16,11,ios
user_0073,item_0857,home,0,0,149,3,1,ios
user_0223,item_0688,search,0,0,60,2,23,ios
user_0021,item_0103,related_items,1,0,10,6,6,android
user_0074,item_0344,home,0,0,37,15,5,ios
user_0069,item_0359,related_items,1,0,89,9,7,ios
user_0106,item_0507,home,0,0,166,4,7,android
user_0063,item_0823,search,0,0,217,9,16,android
user_0180,item_0921,search,0,0,29,1,4,android
user_0019,item_0495,related_items,1,1,117,7,6,android
user_0005,item_0656,search,0,0,14,3,19,ios
user_0190,item_0575,search,0,0,63,1,9,web
user_0134,item_0660,related_items,0,0,126,11,18,ios
user_0061,item_0993,search,0,0,60,16,2,ios
user_0022,item_0839,home,1,0,124,18,4,web
user_0189,item_0591,related_items,0,0,159,18,14,web
user_0179,item_0816,related_items,1,0,168,16,15,web
user_0232,item_0016,home,0,0,143,17,4,ios
user_0133,item_0947,search,1,0,219,8,16,web
user_0243,item_0338,home,0,0,148,9,9,android
user_0205,item_0944,related_items,0,0,172,10,8,android
user_0138,item_0044,related_items,0,0,23,10,2,android
user_0139,item_0198,search,0,0,64,18,16,web
user_0204,item_0888,home,0,0,23,7,19,web
user_0219,item_0670,related_items,1,1,47,7,23,ios
user_0083,item_0948,home,0,0,182,6,0,ios
user_0033,item_0434,related_items,0,0,70,9,15,android
user_0163,item_0721,search,0,0,239,8,2,android
user_0156,item_0071,home,0,0,168,9,18,ios
user_0219,item_0575,home,0,0,15,2,8,web
user_0241,item_0978,search,0,0,236,3,11,web
user_0021,item_0457,related_items,0,0,11,20,20,web
user_0174,item_0811,related_items,0,0,120,4,5,ios
user_0023,item_0805,search,0,0,207,5,1,android
user_0170,item_0080,related_items,0,0,208,11,10,web
user_0141,item_0648,search,1,0,223,18,1,android
user_0176,item_0269,related_items,0,0,145,14,13,web
user_0047,item_0911,search,0,0,12,13,20,android
user_0241,item_0541,related_items,0,0,15,15,13,web
user_0106,item_0765,search,0,0,11,14,6,web
user_0153,item_0912,related_items,1,0,13,17,23,web
user_0145,item_0880,home,1,0,65,13,19,web
user_0003,item_0755,related_items,0,0,134,8,0,web
user_0024,item_0564,search,0,0,127,4,10,web
user_0021,item_0873,home,0,0,83,2,10,ios
user_0118,item_0321,search,1,1,183,18,0,web
user_0188,item_0423,home,0,0,189,16,0,web
user_0015,item_0688,related_items,1,1,26,9,21,ios
user_0237,item_0543,search,0,0,178,12,15,android
user_0179,item_0742,home,0,0,184,16,2,ios
user_0071,item_0005,related_items,0,0,227,10,14,web
user_0246,item_0438,related_items,1,0,62,2,23,web
user_0204,item_0665,related_items,0,0,98,13,16,ios
user_0000,item_0984,search,0,0,156,10,5,ios
user_0102,item_0813,search,1,0,186,5,18,android
user_0094,item_0264,related_items,0,0,19,7,20,web
user_0141,item_0219,search,0,0,69,15,2,android
user_0042,item_0252,home,0,0,97,19,23,android
user_0061,item_0179,home,1,0,230,17,10,android
user_0135,item_0124,related_items,0,0,212,8,9,android
user_0090,item_0241,search,0,0,52,13,15,ios
user_0212,item_0423,related_items,1,0,110,17,21,web
user_0128,item_0496,search,0,0,55,1,7,android
user_0226,item_0454,home,0,0,67,17,14,web
user_0150,item_0078,related_items,0,0,50,14,20,web
user_0178,item_0044,home,1,0,201,11,1,ios
user_0155,item_0926,related_items,0,0,9,8,13,android
user_0044,item_0734,search,0,0,208,12,4,ios
user_0082,item_0951,home,1,0,207,17,19,android
user_0039,item_0574,search,0,0,191,13,7,web
user_0240,item_0862,search,0,0,16,19,22,web
user_0107,item_0409,search,1,0,231,5,11,web
user_0045,item_0499,home,0,0,189,16,14,android
user_0084,item_0662,related_items,0,0,33,17,13,ios
user_0017,item_0284,home,0,0,29,8,8,web
user_0168,item_0949,related_items,1,0,14,5,2,ios
user_0014,item_0510,search,0,0,94,13,12,android
user_0125,item_0050,home,0,0,14,5,23,ios
user_0022,item_0391,related_items,1,0,104,3,1,ios
user_0141,item_0700,home,0,0,104,19,10,web
user_0109,item_0029,home,0,0,59,17,6,android
user_0146,item_0922,home,0,0,219,6,11,ios
user_0063,item_0840,search,0,0,227,16,13,android
user_0220,item_0961,search,0,0,173,14,3,android
user_0141,item_0911,home,0,0,97,11,18,ios
user_0048,item_0348,home,0,0,26,2,19,android
user_0152,item_0649,search,0,0,142,13,7,android
user_0203,item_0781,search,0,0,37,10,21,web
user_0193,item_0425,home,1,0,36,16,15,android
user_0230,item_0698,related_items,0,0,62,7,12,web
user_0132,item_0460,search,0,0,236,6,9,ios
user_0112,item_0237,home,0,0,129,3,12,ios
user_0110,item_0628,related_items,1,0,107,6,3,android
user_0053,item_0483,home,1,0,132,4,8,ios
user_0121,item_0015,home,0,0,70,6,6,web
user_0078,item_0586,home,1,0,68,2,10,android
user_0183,item_0834,search,0,0,114,9,20,web
user_0151,item_0295,home,0,0,237,19,10,android
user_0122,item_0057,related_items,0,0,225,4,9,web
user_0221,item_0962,related_items,0,0,107,11,3,android
user_0079,item_0863,related_items,0,0,168,14,12,ios
user_0202,item_0748,search,0,0,108,3,0,web
user_0162,item_0596,related_items,0,0,238,7,11,ios
user_0101,item_0124,related_items,0,0,222,10,14,android
user_0189,item_0662,related_items,0,0,177,7,21,ios
user_0214,item_0226,home,0,0,236,16,22,android
user_0092,item_0800,related_items,1,0,18,11,12,web
user_0202,item_0722,related_items,1,0,16,1,17,android
user_0133,item_0882,related_items,0,0,193,12,9,web
user_0160,item_0997,home,1,0,70,20,14,web
user_0073,item_0822,related_items,0,0,86,10,17,ios
user_0138,item_0103,home,0,0,191,16,22,ios
user_0090,item_0664,search,1,0,182,18,20,android
user_0242,item_0764,search,0,0,167,19,22,android
user_0055,item_0395,search,1,0,8,10,3,ios
user_0091,item_0505,search,0,0,169,13,23,ios
user_0080,item_0836,search,0,0,143,19,14,web
user_0053,item_0135,search,0,0,119,11,3,ios
user_0240,item_0834,related_items,0,0,204,5,16,android
user_0134,item_0564,related_items,0,0,89,16,10,android
user_0023,item_0150,search,1,0,150,4,14,web
user_0191,item_0446,related_items,0,0,167,14,19,android
user_0152,item_0495,search,1,0,234,15,22,ios
user_0070,item_0783,related_items,0,0,131,12,9,ios
user_0149,item_0979,search,0,0,185,7,17,ios
user_0130,item_0001,search,0,0,59,12,15,ios
user_0169,item_0737,home,0,0,77,3,14,web
user_0059,item_0048,home,0,0,97,14,0,android
user_0052,item_0236,home,0,0,144,2,2,web
user_0209,item_0233,related_items,1,1,79,19,21,ios
user_0039,item_0328,related_items,1,0,42,7,23,ios
user_0244,item_0796,related_items,0,0,235,13,6,android
user_0119,item_0674,search,1,0,12,20,17,ios
user_0128,item_0617,home,0,0,37,5,23,web
user_0170,item_0296,search,1,0,137,20,19,ios
user_0045,item_0297,home,0,0,130,20,23,ios
user_0152,item_0690,home,0,0,231,16,4,android
user_0175,item_0215,home,0,0,80,4,8,android
user_0221,item_0869,related_items,0,0,101,9,15,android
user_0186,item_0222,search,1,0,29,12,13,web
user_0002,item_0141,home,1,1,97,3,0,ios
user_0153,item_0191,related_items,0,0,115,9,21,android
user_0214,item_0056,home,0,0,204,4,12,ios
user_0228,item_0746,search,0,0,122,2,2,web
user_0232,item_0616,home,1,0,54,1,14,ios
user_0054,item_0542,search,0,0,190,12,23,android
user_0239,item_0829,related_items,0,0,185,5,16,android
user_0156,item_0323,search,0,0,170,5,21,ios
user_0232,item_0121,related_items,0,0,32,17,16,web
user_0137,item_0413,related_items,0,0,52,1,2,android
user_0096,item_0826,related_items,0,0,109,11,1,web
user_0064,item_0673,search,1,0,127,15,15,web
user_0123,item_0453,home,0,0,16,2,6,android
user_0087,item_0816,search,0,0,21,8,17,android
user_0178,item_0058,search,1,0,74,4,1,android
user_0181,item_0089,related_items,0,0,143,17,22,ios
user_0223,item_0977,home,0,0,132,18,4,ios
user_0237,item_0335,search,0,0,126,14,13,ios
user_0030,item_0960,related_items,0,0,81,6,20,web
user_0066,item_0868,related_items,0,0,7,9,21,ios
user_0229,item_0368,home,1,0,139,16,21,android
user_0015,item_0904,related_items,0,0,9,15,6,android
user_0087,item_0511,related_items,0,0,90,12,1,android
user_0087,item_0931,search,0,0,176,18,20,android
user_0216,item_0629,search,0,0,91,7,4,web
user_0091,item_0493,related_items,0,0,189,17,9,android
user_0068,item_0331,home,0,0,11,9,17,ios
user_0210,item_0846,related_items,0,0,222,5,8,web
user_0139,item_0094,home,1,0,52,7,7,ios
user_0063,item_0934,search,0,0,64,7,14,ios
user_0002,item_0819,home,1,1,123,9,0,ios
user_0244,item_0702,related_items,0,0,148,2,15,ios
user_0061,item_0532,home,0,0,160,17,0,web
user_0233,item_0562,home,0,0,231,10,19,android
user_0073,item_0311,search,0,0,144,5,19,web
user_0177,item_0011,search,1,0,28,15,16,web
user_0170,item_0355,home,0,0,195,8,18,ios
user_0130,item_0197,related_items,0,0,17,11,2,ios
user_0063,item_0569,home,0,0,180,16,5,android
user_0211,item_0334,search,0,0,73,15,19,ios
user_0154,item_0282,home,1,0,92,6,14,ios
user_0089,item_0617,related_items,1,0,5,13,20,android
user_0128,item_0819,search,0,0,15,11,10,web
user_0157,item_0702,search,0,0,146,5,6,ios
user_0013,item_0835,home,0,0,143,17,1,web
user_0130,item_0031,related_items,0,0,78,5,2,ios
user_0150,item_0026,search,0,0,239,10,9,ios
user_0248,item_0565,related_items,0,0,9,6,3,web
user_0243,item_0042,search,0,0,205,14,13,web
user_0196,item_0268,related_items,1,0,203,1,14,android
user_0225,item_0657,search,0,0,61,5,17,android
user_0213,item_0460,home,0,0,13,4,10,android
user_0218,item_0033,search,0,0,55,13,23,ios
user_0231,item_0645,related_items,0,0,70,10,0,web
