date,ticker,open,high,low,close,volume
2012-04-02,SPY,101.8021,102.0102,101.4686,101.6764,107761292
2012-04-03,SPY,101.6764,102.7547,101.0466,102.1222,64153616
2012-04-04,SPY,102.1222,102.8078,101.1012,101.7846,68897052
2012-04-05,SPY,101.7846,102.7546,101.3741,102.3418,86054921
2012-04-06,SPY,102.3418,102.897,101.4308,101.984,108204598
2012-04-09,SPY,101.984,102.7316,101.7929,102.5395,75906337
2012-04-10,SPY,102.5395,102.6324,102.1876,102.2803,87902165
2012-04-11,SPY,102.2803,103.6084,101.8401,103.1644,60353028
2012-04-12,SPY,103.1644,104.1816,102.1731,103.19,77222763
2012-04-13,SPY,103.19,103.4691,102.1904,102.4676,111263132
2012-04-16,SPY,102.4676,103.7493,99.1358,100.3915,78559810
2012-04-17,SPY,100.3915,101.7877,99.6103,101.0017,96713824
2012-04-18,SPY,101.0017,101.241,100.9676,101.2068,53404195
2012-04-19,SPY,101.2068,101.7605,100.736,101.2893,78512527
2012-04-20,SPY,101.2893,103.2854,100.6582,102.6458,72537432
2012-04-23,SPY,102.6458,104.0947,102.6202,104.0688,82734239
2012-04-24,SPY,104.0688,104.255,104.0291,104.2153,43179231
2012-04-25,SPY,104.2153,104.9971,103.3098,104.0907,106004714
2012-04-26,SPY,104.0907,106.1705,103.6029,105.6754,78480220
2012-04-27,SPY,105.6754,106.0576,104.3649,104.7438,110673394
2012-04-30,SPY,104.7438,106.1008,102.5378,103.8837,97205242
2012-05-01,SPY,103.8837,106.5537,102.9357,105.5901,97326016
2012-05-02,SPY,105.5901,107.0493,105.5593,107.0181,51353876
2012-05-03,SPY,107.0181,107.384,106.066,106.4298,80003413
2012-05-04,SPY,106.4298,107.1056,105.8654,106.5406,67214336
2012-05-07,SPY,106.5406,108.9663,105.4423,107.8544,81960928
2012-05-08,SPY,107.8544,108.6392,107.2726,108.0563,91484404
2012-05-09,SPY,108.0563,111.1553,107.1474,110.2282,88846917
2012-05-10,SPY,110.2282,111.109,109.9083,110.7875,106247988
2012-05-11,SPY,110.7875,112.8856,110.6452,112.7408,91936043
2012-05-14,SPY,112.7408,113.1327,112.2247,112.6163,85997216
2012-05-15,SPY,112.6163,113.7904,112.4819,113.6547,68993765
2012-05-16,SPY,113.6547,113.9397,112.4264,112.7091,69565527
2012-05-17,SPY,112.7091,113.6298,112.4499,113.3691,96457679
2012-05-18,SPY,113.3691,113.7292,112.0663,112.4234,104945445
2012-05-21,SPY,112.4234,112.442,111.9777,111.9963,79415469
2012-05-22,SPY,111.9963,113.8967,111.2745,113.1673,98430951
2012-05-23,SPY,113.1673,113.7103,112.453,112.9952,110416145
2012-05-24,SPY,112.9952,114.4948,112.7114,114.2079,103015566
2012-05-25,SPY,114.2079,115.094,112.9288,113.8118,103819480
2012-05-28,SPY,113.8118,114.176,112.0324,112.392,93545134
2012-05-29,SPY,112.392,115.7457,111.9332,115.2751,103144338
2012-05-30,SPY,115.2751,116.0621,114.3404,115.1264,80228989
2012-05-31,SPY,115.1264,116.1549,114.456,115.4823,86607682
2012-06-01,SPY,115.4823,116.4538,115.331,116.3014,74002381
2012-06-04,SPY,116.3014,116.5642,116.2985,116.5612,85207667
2012-06-05,SPY,116.5612,118.0638,116.3869,117.8875,61296197
2012-06-06,SPY,117.8875,117.9952,116.8714,116.9782,98592077
2012-06-07,SPY,116.9782,119.5264,115.8364,118.371,83927868
2012-06-08,SPY,118.371,120.0696,117.4241,119.1167,88345052
2012-06-11,SPY,119.1167,119.1577,117.5183,117.5587,126720414
2012-06-12,SPY,117.5587,118.5407,117.0002,117.9801,88018965
2012-06-13,SPY,117.9801,118.6036,116.4883,117.1072,113042339
2012-06-14,SPY,117.1072,118.0852,116.8846,117.8612,76216688
2012-06-15,SPY,117.8612,118.8611,116.4459,117.4422,86525084
2012-06-18,SPY,117.4422,119.006,111.908,113.4182,84702000
2012-06-19,SPY,113.4182,114.3475,112.7403,113.6682,88869345
2012-06-20,SPY,113.6682,114.6064,113.4033,114.3399,63848221
2012-06-21,SPY,114.3399,115.3927,113.4396,114.4912,72438434
2012-06-22,SPY,114.4912,115.2601,113.4121,114.1788,75251060
2012-06-25,SPY,114.1788,114.4132,113.5301,113.7636,81040880
2012-06-26,SPY,113.7636,114.101,111.7393,112.0718,85400231
2012-06-27,SPY,112.0718,112.7855,111.2301,111.9431,109149429
2012-06-28,SPY,111.9431,114.0927,111.38,113.5217,79804677
2012-06-29,SPY,113.5217,113.5328,112.8943,112.9054,90643142
2012-07-02,SPY,112.9054,114.0194,112.5185,113.63,80211450
2012-07-03,SPY,113.63,115.5766,112.842,114.7806,94991167
2012-07-04,SPY,114.7806,115.307,113.969,114.4941,69342304
2012-07-05,SPY,114.4941,114.656,113.5246,113.6854,89672303
2012-07-06,SPY,113.6854,114.0005,111.6667,111.9771,85590893
2012-07-09,SPY,111.9771,112.2444,110.7825,111.0475,77462358
2012-07-10,SPY,111.0475,111.08,110.1015,110.1337,87790057
2012-07-11,SPY,110.1337,110.2807,109.0294,109.1751,88902932
2012-07-12,SPY,109.1751,110.1705,107.3395,108.3271,59320170
2012-07-13,SPY,108.3271,109.1127,106.9638,107.7451,76867624
2012-07-16,SPY,107.7451,110.5182,106.9282,109.6865,77828752
2012-07-17,SPY,109.6865,112.3703,109.4403,112.1186,76572404
2012-07-18,SPY,112.1186,112.3834,111.6967,111.9611,107029593
2012-07-19,SPY,111.9611,112.4277,110.841,111.3048,61648783
2012-07-20,SPY,111.3048,112.5078,110.4442,111.6446,75154568
2012-07-23,SPY,111.6446,112.3042,109.9605,110.6139,74496069
2012-07-24,SPY,110.6139,111.9999,109.638,111.0205,83941042
2012-07-25,SPY,111.0205,111.2804,109.4911,109.748,114637349
2012-07-26,SPY,109.748,111.279,109.6705,111.2004,129216382
2012-07-27,SPY,111.2004,111.9131,109.2043,109.9087,59377725
2012-07-30,SPY,109.9087,110.7234,109.0424,109.8568,85797392
2012-07-31,SPY,109.8568,110.0426,109.3346,109.5199,98118761
2012-08-01,SPY,109.5199,109.7168,108.7912,108.9872,94111390
2012-08-02,SPY,108.9872,109.4358,107.3257,107.7693,82794987
2012-08-03,SPY,107.7693,109.4456,106.9269,108.5967,78813614
2012-08-06,SPY,108.5967,109.1179,107.81,108.3299,86870565
2012-08-07,SPY,108.3299,108.4932,107.7558,107.9185,80614205
2012-08-08,SPY,107.9185,108.8952,107.5839,108.5586,70602946
2012-08-09,SPY,108.5586,110.8219,106.752,109.0078,73089710
2012-08-10,SPY,109.0078,109.7292,106.8989,107.611,75491832
2012-08-13,SPY,107.611,107.6398,106.9512,106.9798,73212302
2012-08-14,SPY,106.9798,107.0369,106.5741,106.631,75770683
2012-08-15,SPY,106.631,107.2235,105.4498,106.0389,64970151
2012-08-16,SPY,106.0389,106.2177,105.7821,105.9608,60920407
2012-08-17,SPY,105.9608,106.9479,105.5155,106.5004,96386411
2012-08-20,SPY,106.5004,107.3192,106.1272,106.9444,114250981
2012-08-21,SPY,106.9444,107.5595,106.1678,106.7819,59357276
2012-08-22,SPY,106.7819,109.8039,105.7431,108.746,68352907
2012-08-23,SPY,108.746,108.9397,108.0207,108.2135,100070031
2012-08-24,SPY,108.2135,109.384,105.7223,106.8783,113992513
2012-08-27,SPY,106.8783,107.6058,106.6112,107.3376,78972635
2012-08-28,SPY,107.3376,108.8425,106.4436,107.9436,69588012
2012-08-29,SPY,107.9436,109.4239,106.5954,108.0741,77534840
2012-08-30,SPY,108.0741,108.254,107.4188,107.5979,73866032
2012-08-31,SPY,107.5979,108.6762,105.9914,107.0643,84136466
2012-09-03,SPY,107.0643,107.8741,105.8719,106.6788,82922993
2012-09-04,SPY,106.6788,106.9493,105.9829,106.2523,50164231
2012-09-05,SPY,106.2523,107.8382,105.5318,107.1118,82933868
2012-09-06,SPY,107.1118,107.3408,106.1129,106.3402,99007837
2012-09-07,SPY,106.3402,107.2918,105.6793,106.6291,86876489
2012-09-10,SPY,106.6291,108.3917,105.5845,107.3402,77313331
2012-09-11,SPY,107.3402,108.0626,106.3942,107.1151,74528055
2012-09-12,SPY,107.1151,107.3195,106.9821,107.1864,99087285
2012-09-13,SPY,107.1864,107.8369,106.6984,107.3481,56836190
2012-09-14,SPY,107.3481,108.6963,104.4655,105.7941,93601138
2012-09-17,SPY,105.7941,106.7871,105.2723,106.2629,72002139
2012-09-18,SPY,106.2629,106.3337,106.0272,106.0979,103309001
2012-09-19,SPY,106.0979,108.5508,105.6346,108.0789,86885851
2012-09-20,SPY,108.0789,109.7118,107.9268,109.5577,76229703
2012-09-21,SPY,109.5577,110.4117,108.9679,109.8205,79416861
2012-09-24,SPY,109.8205,110.4396,108.0559,108.6686,90024825
2012-09-25,SPY,108.6686,111.2417,107.6948,110.2537,110069046
2012-09-26,SPY,110.2537,110.9803,107.6912,108.4057,72836673
2012-09-27,SPY,108.4057,110.1302,108.2712,109.9937,78401080
2012-09-28,SPY,109.9937,110.8261,108.4435,109.2704,98717579
2012-10-01,SPY,109.2704,111.0043,108.4576,110.1847,87857035
2012-10-02,SPY,110.1847,110.939,106.396,107.1293,88861500
2012-10-03,SPY,107.1293,107.4586,106.4717,106.8,65716372
2012-10-04,SPY,106.8,108.1043,106.532,107.8337,89397582
2012-10-05,SPY,107.8337,107.9383,106.7826,106.8863,62254589
2012-10-08,SPY,106.8863,108.3724,104.9744,106.4545,58854605
2012-10-09,SPY,106.4545,107.8452,104.8867,106.275,55421032
2012-10-10,SPY,106.275,106.4017,104.2854,104.4099,108116682
2012-10-11,SPY,104.4099,105.1069,104.0067,104.7026,77016968
2012-10-12,SPY,104.7026,104.7499,104.0524,104.0995,72283648
2012-10-15,SPY,104.0995,106.105,103.1798,105.1759,95136208
2012-10-16,SPY,105.1759,105.3001,105.0209,105.145,57749547
2012-10-17,SPY,105.145,105.8382,103.6097,104.2973,78921078
2012-10-18,SPY,104.2973,105.0429,103.7927,104.5372,81571153
2012-10-19,SPY,104.5372,104.5946,103.1077,103.1643,87470659
2012-10-22,SPY,103.1643,104.2062,102.6516,103.6908,76951327
2012-10-23,SPY,103.6908,104.3046,103.5703,104.1834,77759372
2012-10-24,SPY,104.1834,106.9777,103.6385,106.421,97946976
2012-10-25,SPY,106.421,106.8043,104.6292,105.0074,92452331
2012-10-26,SPY,105.0074,105.7105,103.8729,104.5732,52916405
2012-10-29,SPY,104.5732,104.8758,103.8677,104.1691,66094208
2012-10-30,SPY,104.1691,105.2992,103.3232,104.451,78547810
2012-10-31,SPY,104.451,104.4958,103.6653,103.7098,74604067
2012-11-01,SPY,103.7098,104.0856,101.9744,102.3453,68211844
2012-11-02,SPY,102.3453,102.9548,100.1401,100.74,76683819
2012-11-05,SPY,100.74,101.0853,98.0092,98.3464,95501144
2012-11-06,SPY,98.3464,99.1565,96.963,97.7684,69355668
2012-11-07,SPY,97.7684,98.958,97.211,98.397,88644863
2012-11-08,SPY,98.397,98.9071,96.5968,97.1001,99270247
2012-11-09,SPY,97.1001,97.6212,95.608,96.1239,75648997
2012-11-12,SPY,96.1239,97.1835,95.391,96.4483,73021970
2012-11-13,SPY,96.4483,96.5679,95.2714,95.3897,83375596
2012-11-14,SPY,95.3897,96.3559,95.1324,96.0966,68269804
2012-11-15,SPY,96.0966,97.4311,95.5524,96.8825,97917516
2012-11-16,SPY,96.8825,97.0563,96.7062,96.88,88821712
2012-11-19,SPY,96.88,97.8427,95.9965,96.9585,66333294
2012-11-20,SPY,96.9585,97.9628,96.9138,97.9177,57180059
2012-11-21,SPY,97.9177,98.2257,97.6165,97.9245,69092380
2012-11-22,SPY,97.9245,98.463,96.1818,96.7137,52989244
2012-11-23,SPY,96.7137,96.7776,95.6523,95.7156,105296638
2012-11-26,SPY,95.7156,96.435,95.2702,95.9884,104573256
2012-11-27,SPY,95.9884,96.1284,94.9296,95.0684,89199701
2012-11-28,SPY,95.0684,95.4331,93.9566,94.3185,74414981
2012-11-29,SPY,94.3185,96.0444,93.3642,95.0823,86944247
2012-11-30,SPY,95.0823,95.6836,94.0635,94.6621,81350844
2012-12-03,SPY,94.6621,96.111,94.3978,95.8434,80117975
2012-12-04,SPY,95.8434,97.2489,95.4248,96.826,88965391
2012-12-05,SPY,96.826,97.3492,94.1224,94.6338,102429402
2012-12-06,SPY,94.6338,95.0931,93.1296,93.5838,92427241
2012-12-07,SPY,93.5838,94.6108,91.8794,92.8988,73602850
2012-12-10,SPY,92.8988,95.2452,92.4578,94.7951,70276761
2012-12-11,SPY,94.7951,95.4284,92.9771,93.6025,78414564
2012-12-12,SPY,93.6025,94.3302,91.9403,92.6607,90553332
2012-12-13,SPY,92.6607,93.2842,91.1726,91.7904,99094588
2012-12-14,SPY,91.7904,92.6313,91.0083,91.8488,55681212
2012-12-17,SPY,91.8488,92.4749,89.9901,90.6078,51799903
2012-12-18,SPY,90.6078,91.0658,89.1836,89.6367,75170824
2012-12-19,SPY,89.6367,91.3295,89.5052,91.1957,79526595
2012-12-20,SPY,91.1957,91.3983,91.0766,91.2791,87906257
2012-12-21,SPY,91.2791,91.4534,91.2176,91.3918,122833039
2012-12-24,SPY,91.3918,92.884,90.8481,92.3346,87464479
2012-12-25,SPY,92.3346,92.5613,91.4859,91.711,61702233
2012-12-26,SPY,91.711,91.8844,90.3337,90.5049,96725596
2012-12-27,SPY,90.5049,91.4492,90.0797,91.0216,87517561
2012-12-28,SPY,91.0216,91.6591,90.7695,91.4059,93999906
2012-12-31,SPY,91.4059,92.556,91.3742,92.5239,80274171
2013-01-01,SPY,92.5239,94.0207,92.5135,94.0102,83117123
2013-01-02,SPY,94.0102,94.4567,93.9596,94.4059,69891776
2013-01-03,SPY,94.4059,94.6912,94.3858,94.671,109191606
2013-01-04,SPY,94.671,95.8565,94.3609,95.5436,92760928
2013-01-07,SPY,95.5436,96.601,94.8555,95.9103,74259055
2013-01-08,SPY,95.9103,96.3041,95.858,96.2516,82863156
2013-01-09,SPY,96.2516,96.5565,95.1576,95.4599,88169152
2013-01-10,SPY,95.4599,96.8897,95.4547,96.8843,75921248
2013-01-11,SPY,96.8843,98.129,96.4611,97.7022,98014371
2013-01-14,SPY,97.7022,99.6396,97.0266,98.9554,87558955
2013-01-15,SPY,98.9554,99.0148,98.6303,98.6895,87609816
2013-01-16,SPY,98.6895,99.4131,97.286,98.0045,90562042
2013-01-17,SPY,98.0045,99.0195,95.7899,96.7923,83437465
2013-01-18,SPY,96.7923,97.2343,95.6422,96.0809,103959685
2013-01-21,SPY,96.0809,98.4634,95.5474,97.9198,101472995
2013-01-22,SPY,97.9198,99.0954,97.6198,98.7928,86856656
2013-01-23,SPY,98.7928,99.6142,98.3929,99.2126,71054013
2013-01-24,SPY,99.2126,100.9377,98.4167,100.1344,78953942
2013-01-25,SPY,100.1344,100.3968,99.5354,99.7969,72411054
2013-01-28,SPY,99.7969,100.4269,97.7892,98.4104,75343959
2013-01-29,SPY,98.4104,99.0839,98.0802,98.7525,100844901
2013-01-30,SPY,98.7525,99.544,98.6218,99.4124,64584714
2013-01-31,SPY,99.4124,99.7242,98.6254,98.9357,84784262
2013-02-01,SPY,98.9357,99.2376,98.8205,99.1222,93199832
2013-02-04,SPY,99.1222,99.4422,98.8768,99.1967,67433072
2013-02-05,SPY,99.1967,102.0271,99.0418,101.8681,85005032
2013-02-06,SPY,101.8681,102.9077,101.6379,102.6757,82115493
2013-02-07,SPY,102.6757,103.2666,102.1596,102.7501,88473579
2013-02-08,SPY,102.7501,103.7406,100.2215,101.197,93704250
2013-02-11,SPY,101.197,102.7967,100.2304,101.8241,70302276
2013-02-12,SPY,101.8241,105.6461,99.4993,103.2879,99633660
2013-02-13,SPY,103.2879,104.7199,102.9896,104.4184,69490941
2013-02-14,SPY,104.4184,106.1805,103.786,105.5412,64131762
2013-02-15,SPY,105.5412,106.1076,103.845,104.4053,81152568
2013-02-18,SPY,104.4053,104.6777,104.3965,104.6689,65384423
2013-02-19,SPY,104.6689,105.026,103.6582,104.0132,61258193
2013-02-20,SPY,104.0132,104.6318,102.7338,103.3484,90526492
2013-02-21,SPY,103.3484,104.8229,102.6131,104.0824,77621715
2013-02-22,SPY,104.0824,106.6165,103.5209,106.0445,88297174
2013-02-25,SPY,106.0445,106.8751,105.4071,106.2365,86361090
2013-02-26,SPY,106.2365,106.3468,106.1975,106.3078,83201020
2013-02-27,SPY,106.3078,107.0791,105.3606,106.1306,100347987
2013-02-28,SPY,106.1306,108.0104,105.5211,107.3937,77561289
2013-03-01,SPY,107.3937,108.1138,106.7106,107.4305,54446087
2013-03-04,SPY,107.4305,107.6411,106.5605,106.7698,60727395
2013-03-05,SPY,106.7698,108.208,106.0869,107.5203,94429634
2013-03-06,SPY,107.5203,108.6086,106.2499,107.3364,92563766
2013-03-07,SPY,107.3364,107.8552,107.0858,107.6041,110576877
2013-03-08,SPY,107.6041,109.3055,104.8886,106.5737,66451010
2013-03-11,SPY,106.5737,107.0662,106.5579,107.0504,64057210
2013-03-12,SPY,107.0504,107.2591,105.418,105.624,63607642
2013-03-13,SPY,105.624,106.6393,105.385,106.3986,72743740
2013-03-14,SPY,106.3986,106.5526,105.5473,105.7003,82628912
2013-03-15,SPY,105.7003,106.3355,105.5956,106.2303,80934393
2013-03-18,SPY,106.2303,106.657,104.7264,105.1488,76174598
2013-03-19,SPY,105.1488,108.0796,104.3687,107.2837,75815906
2013-03-20,SPY,107.2837,108.2162,107.1048,108.0359,97851790
2013-03-21,SPY,108.0359,108.1753,107.6908,107.8299,94023916
2013-03-22,SPY,107.8299,110.5061,106.9951,109.6572,79982988
2013-03-25,SPY,109.6572,109.6854,109.4533,109.4814,84169711
2013-03-26,SPY,109.4814,110.0454,107.817,108.3753,85049550
2013-03-27,SPY,108.3753,109.3369,107.6176,108.5778,82919344
2013-03-28,SPY,108.5778,108.9251,106.1365,106.4771,73688677
2013-03-29,SPY,106.4771,107.9531,105.3762,106.8484,90441354
2013-04-01,SPY,106.8484,108.8039,106.4692,108.4192,98605789
2013-04-02,SPY,108.4192,111.0825,107.9828,110.6371,70234738
2013-04-03,SPY,110.6371,111.2213,110.6349,111.2191,85252422
2013-04-04,SPY,111.2191,111.5838,110.3671,110.7302,105922486
2013-04-05,SPY,110.7302,111.1482,109.1895,109.6033,89737609
2013-04-08,SPY,109.6033,110.1041,107.5556,108.0493,72218687
2013-04-09,SPY,108.0493,108.9922,107.8312,108.7726,80736694
2013-04-10,SPY,108.7726,110.1641,105.6709,107.0402,83050847
2013-04-11,SPY,107.0402,108.0846,106.722,107.7641,72367220
2013-04-12,SPY,107.7641,110.8511,106.6281,109.6947,86112830
2013-04-15,SPY,109.6947,109.939,108.0428,108.284,72581725
2013-04-16,SPY,108.284,108.3051,107.0187,107.0396,44095889
2013-04-17,SPY,107.0396,107.0927,106.9787,107.0318,61937078
2013-04-18,SPY,107.0318,109.1871,106.6819,108.8313,78494732
2013-04-19,SPY,108.8313,108.8801,108.3145,108.3631,101308206
2013-04-22,SPY,108.3631,111.8214,107.9187,111.3647,98058788
2013-04-23,SPY,111.3647,114.129,111.2123,113.973,105176902
2013-04-24,SPY,113.973,114.5976,113.8827,114.5069,87171033
2013-04-25,SPY,114.5069,114.6909,112.1034,112.2838,59214286
2013-04-26,SPY,112.2838,112.4029,110.2358,110.3529,65556199
2013-04-29,SPY,110.3529,110.4369,110.1026,110.1865,84701812
2013-04-30,SPY,110.1865,110.7311,108.4408,108.9795,80682887
2013-05-01,SPY,108.9795,110.1498,108.2623,109.4297,79367885
2013-05-02,SPY,109.4297,110.9782,108.8458,110.3892,70231960
2013-05-03,SPY,110.3892,110.9895,109.3056,109.9033,72311345
2013-05-06,SPY,109.9033,109.9868,108.3336,108.416,91345122
2013-05-07,SPY,108.416,108.4701,107.6587,107.7124,78745443
2013-05-08,SPY,107.7124,109.3681,107.3501,109.0014,73509810
2013-05-09,SPY,109.0014,109.6834,107.5781,108.2554,89810770
2013-05-10,SPY,108.2554,108.2881,108.0296,108.0622,100813703
2013-05-13,SPY,108.0622,111.017,107.0837,110.0208,91562039
2013-05-14,SPY,110.0208,110.6419,109.7415,110.3617,86836611
2013-05-15,SPY,110.3617,111.2495,107.1941,108.0634,89600574
2013-05-16,SPY,108.0634,108.4114,106.5945,106.9388,56861558
2013-05-17,SPY,106.9388,107.2228,105.9676,106.2497,62441370
2013-05-20,SPY,106.2497,107.8682,105.5035,107.116,81596159
2013-05-21,SPY,107.116,107.3722,106.5431,106.7986,81710128
2013-05-22,SPY,106.7986,107.182,105.1962,105.5752,77624604
2013-05-23,SPY,105.5752,106.3255,105.5698,106.32,85105052
2013-05-24,SPY,106.32,106.709,104.475,104.8586,82050418
2013-05-27,SPY,104.8586,107.9616,104.6351,107.7319,86774247
2013-05-28,SPY,107.7319,110.7251,107.6169,110.607,81001773
2013-05-29,SPY,110.607,111.5367,108.4031,109.322,64891660
2013-05-30,SPY,109.322,110.1217,109.0373,109.8357,79205396
2013-05-31,SPY,109.8357,110.647,107.5496,108.35,77899711
2013-06-03,SPY,108.35,109.0965,105.9142,106.649,74558940
2013-06-04,SPY,106.649,107.498,106.1555,107.0028,88996746
2013-06-05,SPY,107.0028,107.412,104.2926,104.693,80514940
2013-06-06,SPY,104.693,104.7558,104.2752,104.3378,58235915
2013-06-07,SPY,104.3378,105.1801,103.5549,104.3966,77781005
2013-06-10,SPY,104.3966,105.0952,103.78,104.478,69902509
2013-06-11,SPY,104.478,106.5444,103.9339,105.9924,75661912
2013-06-12,SPY,105.9924,106.8341,104.0417,104.8745,86011086
2013-06-13,SPY,104.8745,105.5663,103.5834,104.2712,71970228
2013-06-14,SPY,104.2712,104.4052,103.4721,103.6052,71873948
2013-06-17,SPY,103.6052,104.1671,103.0246,103.5863,83730304
2013-06-18,SPY,103.5863,103.7656,103.4694,103.6486,57009858
2013-06-19,SPY,103.6486,104.2779,103.5575,104.1863,95179164
2013-06-20,SPY,104.1863,105.1042,104.0706,104.9876,97238119
2013-06-21,SPY,104.9876,105.1303,104.4792,104.6214,77407434
2013-06-24,SPY,104.6214,105.5328,104.4047,105.3147,106317861
2013-06-25,SPY,105.3147,108.2105,104.8085,107.6928,104749538
2013-06-26,SPY,107.6928,108.5347,105.5335,106.365,77253766
2013-06-27,SPY,106.365,106.9598,106.2491,106.8433,57762083
2013-06-28,SPY,106.8433,109.1953,105.5774,107.9167,100907378
2013-07-01,SPY,107.9167,109.2648,107.7825,109.1291,69557358
2013-07-02,SPY,109.1291,110.5142,107.8653,109.249,76804655
2013-07-03,SPY,109.249,109.9144,108.1053,108.7677,99323606
2013-07-04,SPY,108.7677,108.9241,107.5803,107.7352,74591874
2013-07-05,SPY,107.7352,108.3892,106.8593,107.5119,70132553
2013-07-08,SPY,107.5119,108.8028,107.4518,108.742,116334595
2013-07-09,SPY,108.742,109.0094,108.684,108.9513,90482789
2013-07-10,SPY,108.9513,110.0271,107.5691,108.6418,78449907
2013-07-11,SPY,108.6418,109.5933,107.2725,108.2202,80922000
2013-07-12,SPY,108.2202,108.4272,105.5689,105.7712,85595476
2013-07-15,SPY,105.7712,106.2024,105.532,105.9628,80737571
2013-07-16,SPY,105.9628,105.9691,105.1964,105.2027,82857355
2013-07-17,SPY,105.2027,105.3576,104.2666,104.4204,85859041
2013-07-18,SPY,104.4204,106.1577,103.0299,104.7627,79923232
2013-07-19,SPY,104.7627,105.0061,104.3249,104.5678,67668937
2013-07-22,SPY,104.5678,105.8261,104.1731,105.4282,73617085
2013-07-23,SPY,105.4282,105.9993,104.0921,104.659,56154010
2013-07-24,SPY,104.659,105.1618,103.4291,103.9283,84907421
2013-07-25,SPY,103.9283,106.3696,103.4991,105.932,89733720
2013-07-26,SPY,105.932,107.8156,105.8754,107.758,82930996
2013-07-29,SPY,107.758,108.673,106.634,107.5471,82037126
2013-07-30,SPY,107.5471,107.8947,106.5333,106.8787,69952005
2013-07-31,SPY,106.8787,107.7107,106.6355,107.4661,79204416
2013-08-01,SPY,107.4661,108.791,106.5867,107.9081,84405320
2013-08-02,SPY,107.9081,109.6068,105.687,107.3774,84299978
2013-08-05,SPY,107.3774,108.1913,106.2402,107.0518,101267795
2013-08-06,SPY,107.0518,107.5177,106.0696,106.5333,86963776
2013-08-07,SPY,106.5333,107.3239,106.1619,106.951,82291516
2013-08-08,SPY,106.951,107.5074,106.8145,107.3704,86965208
2013-08-09,SPY,107.3704,108.6251,106.7241,107.9752,82832683
2013-08-12,SPY,107.9752,108.0608,106.9054,106.9903,93125804
2013-08-13,SPY,106.9903,108.0382,103.7348,104.7609,95553755
2013-08-14,SPY,104.7609,106.9654,104.0319,106.2262,83482778
2013-08-15,SPY,106.2262,106.3786,105.6749,105.8268,86509637
2013-08-16,SPY,105.8268,106.4712,104.1167,104.7546,77553532
2013-08-19,SPY,104.7546,105.4034,103.7644,104.411,93655199
2013-08-20,SPY,104.411,104.6532,103.7518,103.993,86172043
2013-08-21,SPY,103.993,104.522,103.514,104.0428,68222683
2013-08-22,SPY,104.0428,104.2201,101.9311,102.1051,82889085
2013-08-23,SPY,102.1051,102.8844,100.324,101.0956,84690715
2013-08-26,SPY,101.0956,101.9032,99.3141,100.1138,96248437
2013-08-27,SPY,100.1138,100.747,98.9564,99.5862,82420228
2013-08-28,SPY,99.5862,100.0824,99.4703,99.9662,42809805
2013-08-29,SPY,99.9662,100.0353,99.0239,99.0924,87383402
2013-08-30,SPY,99.0924,99.1216,97.4396,97.4683,65435382
2013-09-02,SPY,97.4683,97.4787,97.2341,97.2445,92974083
2013-09-03,SPY,97.2445,98.4035,96.999,98.1557,94699409
2013-09-04,SPY,98.1557,99.6798,96.355,97.8747,64010230
2013-09-05,SPY,97.8747,98.3599,96.8697,97.3523,93110166
2013-09-06,SPY,97.3523,98.3224,96.9907,97.9585,51246696
2013-09-09,SPY,97.9585,99.8239,97.8487,99.712,100389398
2013-09-10,SPY,99.712,99.8528,97.7086,97.8467,73682706
2013-09-11,SPY,97.8467,98.5683,97.6761,98.3967,87402865
2013-09-12,SPY,98.3967,98.4275,96.9773,97.0077,79340734
2013-09-13,SPY,97.0077,97.9594,96.4798,97.4293,84221024
2013-09-16,SPY,97.4293,97.487,96.2483,96.3052,120539485
2013-09-17,SPY,96.3052,99.302,94.7298,97.7036,82934944
2013-09-18,SPY,97.7036,98.8771,97.6056,98.778,75209058
2013-09-19,SPY,98.778,99.078,98.4375,98.7373,65048583
2013-09-20,SPY,98.7373,100.0027,98.7069,99.9719,68199041
2013-09-23,SPY,99.9719,101.3417,99.1223,100.4877,73805098
2013-09-24,SPY,100.4877,101.6726,98.5033,99.6787,71889093
2013-09-25,SPY,99.6787,99.9977,97.6469,97.9604,88723923
2013-09-26,SPY,97.9604,99.8855,96.7338,98.6503,102765808
2013-09-27,SPY,98.6503,99.134,97.9765,98.4592,105970644
2013-09-30,SPY,98.4592,98.8156,98.03,98.3862,75843990
2013-10-01,SPY,98.3862,98.6378,96.9427,97.1913,78559321
2013-10-02,SPY,97.1913,98.3705,96.9838,98.1609,63292301
2013-10-03,SPY,98.1609,98.2741,96.5667,96.6781,83071957
2013-10-04,SPY,96.6781,96.9267,96.0216,96.2692,87734067
2013-10-07,SPY,96.2692,98.1342,95.8561,97.7149,83312205
2013-10-08,SPY,97.7149,99.2505,97.2978,98.8286,81769269
2013-10-09,SPY,98.8286,100.0145,98.1158,99.2983,84487042
2013-10-10,SPY,99.2983,99.8708,98.9951,99.5669,64481555
2013-10-11,SPY,99.5669,100.3235,98.5267,99.2812,112663897
2013-10-14,SPY,99.2812,101.3318,98.6385,100.68,88657537
2013-10-15,SPY,100.68,100.8372,100.3133,100.4701,70602081
2013-10-16,SPY,100.4701,100.6605,98.8499,99.0375,92665615
2013-10-17,SPY,99.0375,99.4887,98.8181,99.2687,85193330
